"","Id","state","county","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","FTPolicePerPop","FTPoliceFieldPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","PctPolicOnPatr","GangUnitDeploy","PolicBudgPerPop"
"512",512,"9","1","Betheltown",0.01,0.54,0.02,0.94,0.13,0.04,0.39,0.43,0.25,0.26,0.02,0.85,0.69,0.74,0.17,0.71,0.37,0.03,0.4,0.67,0.53,0.51,0.42,0.33,0.41,0.37,0.56,0,0.05,0.17,0.21,0.52,0.3,0.72,0.57,0.31,0.26,0.58,0.29,0.4,0.33,0.33,0.62,0.84,0.86,0.93,0.77,0.27,0.48,0,0.07,0.01,0.19,0.22,0.22,0.27,0.11,0.12,0.1,0.12,0.87,0.06,0.23,0.24,0.59,0.67,0.32,0.77,0.05,0.35,0.5,0.01,0.89,0.71,0.1,0.34,0.63,0.04,0.06,0.55,0.54,0.54,0.57,0.62,0.75,0.7,0.47,0.59,0.58,0,0,0.25,0.47,0.67,0.77,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.09,0.14,NA,NA,NA,NA,NA
"513",513,"39","173","Perrysburgcity",0,0.42,0.01,0.97,0.05,0.02,0.41,0.39,0.22,0.36,0.02,1,0.54,0.57,0.15,0.74,0.44,0.09,0.57,0.59,0.55,0.53,0.54,0.04,0.23,1,1,0,0.04,0.09,0.14,0.65,0.21,0.59,0.43,0.64,0.21,0.73,0.23,0.26,0.3,0.28,0.52,0.9,0.93,0.96,0.86,0.55,0.47,0,0.04,0,0.1,0.14,0.28,0.29,0.01,0.02,0.03,0.03,0.96,0.01,0.14,0.15,0.46,0.6,0.12,0.77,0.02,0.36,0.5,0.01,0.84,0.66,0,0.34,0.67,0.03,0.07,0.22,0.21,0.25,0.27,0.31,0.31,0.32,0.27,0.39,0.33,0,0,0.05,0.73,0.52,0.44,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.08,NA,NA,NA,NA,NA
"514",514,"6",NA,"Vacavillecity",0.1,0.7,0.17,0.68,0.23,0.29,0.37,0.54,0.3,0.19,0.11,1,0.48,0.74,0.17,0.45,0.27,0.31,0.63,0.44,0.32,0.35,0.26,0.18,0.31,0.25,0.33,0.03,0.15,0.17,0.29,0.26,0.28,0.47,0.24,0.28,0.35,0.33,0.41,0.59,0.56,0.48,0.53,0.66,0.68,0.7,0.62,0.44,0.49,0.02,0.2,0.04,0.28,0.34,0.4,0.42,0.15,0.16,0.18,0.17,0.78,0.18,0.28,0.28,0.58,0.58,0.58,0.57,0.22,0.37,0.5,0.05,0.85,0.57,0.04,0.32,0.79,0.11,0.11,0.38,0.36,0.35,0.54,0.53,0.62,0.54,0.55,0.73,0.33,0,0,0.23,0.5,0.26,0.31,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.26,0.07,NA,NA,NA,NA,NA
"515",515,"6",NA,"SanLeandrocity",0.09,0.28,0.11,0.61,0.85,0.28,0.24,0.37,0.22,0.66,0.11,1,0.4,0.44,0.18,0.53,0.62,0.25,0.83,0.43,0.43,0.43,0.47,0.29,0.35,0.41,0.47,0.03,0.12,0.25,0.34,0.26,0.31,0.47,0.33,0.29,0.41,0.36,0.63,0.39,0.6,0.64,0.35,0.58,0.59,0.78,0.51,0.56,0.6,0.02,0.12,0.08,0.28,0.33,0.43,0.47,0.33,0.35,0.41,0.41,0.59,0.26,0.21,0.18,0.31,0.35,0.28,0.51,0.24,0.63,0,0.05,0.88,0.49,0.02,0.23,0.35,0.1,0.14,0.52,0.5,0.49,0.61,0.59,0.66,0.57,0.51,0.63,0.22,0.01,0.01,0.51,0.54,0.61,0.77,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.43,0.52,NA,NA,NA,NA,NA
"516",516,"42","19","Butlercity",0.01,0.24,0.03,0.97,0.02,0.01,0.37,0.46,0.31,0.64,0,0,0.1,0.24,0.06,0.42,0.67,0.66,0.62,0.15,0.17,0.16,0.22,0.17,0.7,0.05,0.15,0.03,0.62,0.38,0.47,0.16,0.47,0.3,0.39,0.39,0.54,0.25,0.64,0.48,0.7,0.71,0.41,0.4,0.48,0.44,0.51,0.33,0.32,0.01,0.22,0,0,0.1,0.08,0.07,0,0.01,0.01,0.01,0.95,0.02,0.19,0.14,0.26,0.37,0.23,0.37,0.06,0.58,0,0.03,0.72,0.33,0.22,0.7,0,0.33,0.13,0.05,0.04,0.04,0.13,0.15,0.16,0.14,0.61,0.16,0.37,0.01,0,0.05,0.96,0.63,0.86,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.49,0.04,NA,NA,NA,NA,NA
"517",517,"47",NA,"Smyrnatown",0.01,0.53,0.13,0.89,0.02,0.02,0.48,0.55,0.32,0.21,0,0,0.32,0.73,0.06,0.26,0.27,0.31,0.36,0.31,0.23,0.23,0.14,0.18,0.19,0.25,0.54,0.01,0.28,0.33,0.51,0.16,0.29,0.65,0.63,0.12,0.6,0.23,0.59,0.3,0.67,0.66,0.51,0.57,0.58,0.59,0.56,0.55,0.65,0.01,0.3,0,0,0,0.11,0.09,0,0,0.01,0,0.99,0,0.17,0.19,0.56,0.57,0.55,0.45,0.12,0.42,0.5,0.02,0.63,0.46,0.11,0.36,0.79,0.48,0.34,0.15,0.14,0.13,0.27,0.29,0.29,0.32,0.35,0.42,0.22,0,0,0.02,0.6,0.28,0.44,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.01,NA,NA,NA,NA,NA
"518",518,"6",NA,"Alhambracity",0.12,0.57,0.04,0.09,1,0.67,0.41,0.58,0.38,0.39,0.13,1,0.33,0.58,0.1,0.42,0.35,0.56,0.32,0.3,0.28,0.37,0.4,0.2,0.26,0.36,0.42,0.11,0.38,0.5,0.48,0.36,0.37,0.45,0.35,0.38,0.35,0.43,0.39,0.63,0.47,0.45,0.68,0.55,0.56,0.6,0.51,0.42,0.36,0.06,0.38,0.26,0.45,0.5,0.62,0.7,1,1,1,1,0,1,0.64,0.55,0.59,0.61,0.6,0.23,0.99,0.83,0,0.07,0.83,0.25,0.22,0.23,0.33,0.12,0.29,0.58,0.61,0.61,0.58,0.56,0.63,0.55,0.61,0.72,0.18,0.03,0,1,0.32,0.37,0.67,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.9,0.33,NA,NA,NA,NA,NA
"519",519,"51","670","Hopewellcity",0.02,0.39,0.5,0.58,0.08,0.03,0.42,0.5,0.32,0.42,0.04,1,0.25,0.52,0.19,0.3,0.48,0.35,0.67,0.26,0.23,0.27,0.21,0.09,0.25,0.11,0.31,0.03,0.38,0.43,0.57,0.14,0.46,0.46,0.48,0.26,0.58,0.23,0.67,0.37,0.61,0.66,0.42,0.39,0.39,0.41,0.49,0.55,0.54,0.03,0.49,0,0.23,0.17,0.24,0.28,0.04,0.03,0.04,0.04,0.93,0.03,0.21,0.2,0.42,0.41,0.45,0.46,0.12,0.42,0.5,0.03,0.75,0.47,0.24,0.42,0.52,0.58,0.42,0.09,0.08,0.08,0.13,0.2,0.21,0.24,0.38,0.2,0.35,0,0,0.07,0.63,0.58,0.61,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.19,0.02,NA,NA,NA,NA,NA
"520",520,"25","1","Harwichtown",0,0.24,0.01,0.95,0.01,0.01,0.22,0.23,0.13,1,0,0,0.27,0.04,0.19,0.55,0.87,0.31,1,0.31,0.34,0.33,0.11,0.06,0.29,0.29,0.48,0,0.13,0.1,0.19,0.41,0.6,0.19,0.11,0.38,0.3,0.38,0.25,0.23,0.35,0.32,0.24,0.67,0.71,0.86,0.67,0.36,0.43,0,0.05,0,0.34,0.25,0.2,0.25,0.09,0.06,0.04,0.05,0.91,0.04,0.11,0.11,0.27,0.25,0.29,0.76,0.04,0.36,0.5,0.2,0,0.76,0.01,0.93,0.65,0.08,0.08,0.42,0.41,0.4,0.4,0.49,0.57,0.56,0.83,0.68,0.75,0,0,0.11,0.65,0.67,0.72,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.04,0.03,NA,NA,NA,NA,NA
"521",521,"51","650","Hamptoncity",0.2,0.46,0.76,0.36,0.11,0.03,0.47,0.59,0.42,0.3,0.21,1,0.31,0.67,0.15,0.39,0.33,0.26,0.65,0.3,0.27,0.32,0.27,0.25,0.27,0.24,0.41,0.13,0.28,0.23,0.34,0.3,0.35,0.57,0.42,0.4,0.34,0.37,0.57,0.44,0.55,0.58,0.45,0.55,0.54,0.58,0.55,0.51,0.58,0.09,0.37,0.03,0.27,0.36,0.4,0.43,0.05,0.06,0.06,0.06,0.93,0.04,0.18,0.17,0.45,0.45,0.46,0.5,0.12,0.44,0.5,0.21,0.71,0.5,0.09,0.33,0.56,0.31,0.16,0.17,0.16,0.15,0.31,0.32,0.35,0.34,0.48,0.53,0.43,0.01,0,0.08,0.45,0.44,0.41,0.36,0.12,0.15,0.46,0.73,0.42,0,0,0.29,0.07,0.09,0.15,0.22,0.13,0.17,0.04,0.74,0.5,0.14
"522",522,"33","15","Portsmouthcity",0.03,0.36,0.09,0.89,0.1,0.04,0.29,0.6,0.34,0.37,0.04,1,0.31,0.64,0.09,0.57,0.39,0.21,0.57,0.3,0.36,0.36,0.26,0.23,0.2,0.3,0.38,0.01,0.16,0.12,0.17,0.42,0.3,0.68,0.32,0.37,0.26,0.5,0.56,0.53,0.59,0.6,0.4,0.65,0.69,0.68,0.61,0.66,0.7,0.01,0.14,0.01,0.21,0.25,0.35,0.37,0.06,0.06,0.08,0.08,0.9,0.05,0.12,0.1,0.34,0.34,0.39,0.24,0.08,0.64,0,0.05,0.63,0.27,0.19,0.56,0.23,0.17,0.21,0.34,0.33,0.32,0.44,0.46,0.54,0.45,0.49,0.61,0.51,0.04,0,0.12,0.27,0.34,0.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0.06,NA,NA,NA,NA,NA
"523",523,"39","93","Amherstcity",0,0.48,0,0.98,0.04,0.04,0.42,0.38,0.26,0.49,0.02,1,0.43,0.54,0.04,0.68,0.5,0.18,0.7,0.42,0.35,0.33,0.1,0,0.51,0.28,0.37,0,0.11,0.21,0.35,0.25,0.28,0.42,0.62,0.5,0.45,0.42,0.29,0.27,0.27,0.29,0.48,0.85,0.82,0.81,0.78,0.56,0.61,0,0.04,0,0.04,0.03,0.19,0.16,0.01,0.01,0.04,0.03,0.93,0.03,0.17,0.19,0.5,0.53,0.3,0.86,0.03,0.26,0.5,0,0.94,0.83,0.09,0.52,0.44,0.1,0,0.17,0.16,0.15,0.23,0.23,0.22,0.22,0.14,0.16,0.1,0,0,0.1,0.77,0.81,0.89,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.01,NA,NA,NA,NA,NA
"524",524,"25","9","Haverhillcity",0.07,0.43,0.04,0.93,0.05,0.1,0.33,0.51,0.29,0.43,0.08,1,0.42,0.56,0.17,0.43,0.46,0.4,0.43,0.43,0.35,0.35,0.32,0.28,0.35,0.25,0.27,0.04,0.22,0.29,0.37,0.33,0.45,0.54,0.63,0.41,0.37,0.46,0.44,0.47,0.46,0.47,0.47,0.58,0.59,0.56,0.55,0.6,0.62,0.03,0.31,0.02,0.31,0.31,0.32,0.32,0.12,0.11,0.1,0.09,0.81,0.09,0.21,0.19,0.43,0.49,0.37,0.52,0.08,0.6,0,0.09,0.67,0.5,0.28,0.43,0,0.22,0.22,0.36,0.34,0.32,0.4,0.46,0.52,0.49,0.55,0.66,0.54,0.03,0,0.17,0.8,0.58,0.75,0.72,0.15,0.17,1,0.89,0.06,0.12,0,0.12,0.01,0.16,0.09,0.13,0.14,0,0.01,0.56,0,0.12
"525",525,"56",NA,"Gillettecity",0.01,0.53,0,0.96,0.02,0.06,0.47,0.49,0.25,0.09,0,0,0.39,0.88,0.87,0.42,0.13,0.17,0.11,0.4,0.29,0.28,0.05,0.1,0.21,0.45,0.27,0.01,0.25,0.08,0.17,0.28,0.31,0.74,0,0.39,0.5,0.34,0.59,0.31,0.53,0.57,0.62,0.7,0.76,0.75,0.69,0.46,0.52,0,0.12,0,0.57,0.42,0.35,0.38,0.03,0.02,0.01,0.01,0.96,0.03,0.22,0.21,0.56,0.66,0.39,0.61,0.1,0.44,0.5,0.04,0.5,0.56,0.09,0.56,0.79,0.27,0.48,0.13,0.13,0.12,0.21,0.22,0.24,0.2,0.17,0.19,0.54,0.01,0,0.01,0.32,0.34,0.56,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.11,0.11,NA,NA,NA,NA,NA
"526",526,"6",NA,"Lawndalecity",0.03,0.6,0.16,0.4,0.74,0.64,0.41,0.67,0.4,0.15,0.04,1,0.38,0.72,0.12,0.31,0.22,0.47,0.21,0.33,0.29,0.34,0.29,0.19,0.31,0.25,0.33,0.03,0.34,0.47,0.53,0.19,0.48,0.62,0.63,0.09,0.44,0.28,0.63,0.7,0.76,0.72,0.74,0.48,0.46,0.7,0.55,0.39,0.32,0.03,0.54,0.05,0.41,0.48,0.53,0.66,0.84,0.87,0.88,0.99,0.27,0.81,0.71,0.6,0.66,0.55,0.72,0.06,0.91,0.86,0,0.03,0.79,0.13,0.08,0.23,0.48,0.2,0.7,0.61,0.61,0.59,0.69,0.7,0.8,0.69,0.66,0.8,0.31,0.02,0,0.88,0.41,0.32,0.75,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.21,NA,NA,NA,NA,NA
"527",527,"34","1","Brigantinecity",0,0.28,0.06,0.9,0.11,0.08,0.25,0.53,0.31,0.46,0.02,1,0.4,0.6,0.09,0.48,0.5,0.16,0.57,0.46,0.46,0.45,0.58,0.43,0.33,0.37,0.6,0.01,0.17,0.16,0.31,0.33,0.24,0.66,0.03,0.11,0.14,0.38,0.59,0.6,0.52,0.57,0.34,0.53,0.56,0.55,0.48,0.76,0.7,0,0.14,0,0.39,0.49,0.54,0.59,0.15,0.17,0.17,0.17,0.82,0.11,0.18,0.14,0.32,0.29,0.4,0.43,0.12,0.47,0.5,0.21,0,0.46,0.12,0.89,0.67,0.14,0.14,0.34,0.34,0.33,0.64,0.6,0.64,0.65,0.57,0.46,0.76,0,0,0.16,0.36,0.42,0.48,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.37,NA,NA,NA,NA,NA
"528",528,"34","31","WestPatersonborough",0,0.4,0.03,0.93,0.14,0.08,0.27,0.48,0.29,0.45,0.02,1,0.55,0.71,0.31,0.64,0.51,0.15,0.5,0.55,0.55,0.5,1,0,0.3,0.45,0.55,0,0.09,0.43,0.44,0.33,0.22,0.65,0.52,0.31,0.3,0.49,0.36,0.45,0.35,0.37,0.43,0.77,0.78,0.89,0.67,0.39,0.32,0,0.1,0.01,0.21,0.23,0.31,0.34,0.23,0.21,0.26,0.27,0.57,0.25,0.17,0.17,0.44,0.54,0.3,0.56,0.08,0.5,0.5,0.01,0.85,0.51,0,0.35,0.48,0.01,0.14,0.52,0.5,0.51,0.76,0.63,0.68,0.63,0.27,0.64,0.61,0,0,0.46,0.7,0.72,0.69,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.31,0.18,NA,NA,NA,NA,NA
"529",529,"39","167","Mariettacity",0.01,0.37,0.02,0.98,0.02,0.01,0.53,0.51,0.43,0.53,0,0,0.15,0.32,0.16,0.43,0.6,0.54,0.61,0.19,0.22,0.21,0.14,0.06,0,0.25,0.14,0.02,0.46,0.35,0.42,0.31,0.43,0.35,0.31,0.72,0.37,0.52,0.57,0.43,0.55,0.59,0.35,0.51,0.57,0.67,0.51,0.52,0.52,0.01,0.18,0,0,0.5,0.61,0.52,0,0.02,0.02,0.02,0.98,0.02,0.13,0.12,0.3,0.32,0.3,0.52,0.05,0.49,0.5,0.03,0.66,0.51,0.08,0.65,0.04,0.45,0.24,0.06,0.06,0.07,0.11,0.13,0.13,0.13,0.42,0.15,0.33,0,0,0.01,0.7,0.55,0.64,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.05,NA,NA,NA,NA,NA
"530",530,"23","5","Gorhamtown",0,0.64,0.01,0.99,0.02,0.01,0.68,0.6,0.53,0.29,0.01,0.33,0.41,0.68,0.4,0.61,0.37,0.21,0.43,0.4,0.3,0.29,0.27,0.16,0.26,0.56,0.23,0,0.09,0.13,0.22,0.41,0.34,0.63,0.32,0.55,0.39,0.44,0.34,0.48,0.39,0.38,0.51,0.74,0.75,0.89,0.62,0.72,0.79,0,0.06,0,0.06,0.09,0.2,0.23,0.01,0.01,0.03,0.03,0.95,0.02,0.16,0.17,0.55,0.59,0.35,0.82,0.05,0.4,0.5,0.01,0.89,0.78,0,0.53,0.6,0.07,0.41,0.28,0.28,0.3,0.38,0.4,0.45,0.41,0.59,0.59,0.35,0,0,0.07,0.74,0.55,0.67,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.02,0.05,NA,NA,NA,NA,NA
"531",531,"55","79","SouthMilwaukeecity",0.02,0.39,0.01,0.98,0.03,0.03,0.34,0.45,0.26,0.49,0.03,1,0.34,0.55,0.1,0.69,0.55,0.19,0.67,0.34,0.29,0.28,0.23,0.18,0.24,0.35,0.34,0.01,0.12,0.26,0.35,0.22,0.26,0.54,0.71,0.37,0.52,0.28,0.45,0.38,0.37,0.42,0.43,0.66,0.72,0.86,0.61,0.61,0.69,0.01,0.12,0,0.06,0.08,0.12,0.14,0.01,0.01,0.02,0.02,0.89,0.07,0.15,0.15,0.41,0.53,0.26,0.59,0.08,0.48,0.5,0.01,0.93,0.53,0.04,0.56,0.33,0.12,0.35,0.15,0.12,0.11,0.29,0.31,0.34,0.3,0.29,0.29,0.51,0,0,0.09,0.87,0.72,0.9,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.37,0.16,NA,NA,NA,NA,NA
"532",532,"55","97","StevensPointcity",0.02,0.51,0.01,0.94,0.17,0.01,0.94,0.99,1,0.39,0,0,0.17,0.48,0.23,0.64,0.55,0.35,0.44,0.24,0.17,0.17,0.11,0.07,0.06,0.21,0.19,0.04,0.57,0.39,0.33,0.38,0.36,0.38,0.26,0.64,0.43,0.38,0.23,0.96,0.24,0.24,0.38,0.59,0.68,0.61,0.54,0.64,0.58,0.01,0.14,0.01,1,1,1,0.95,0.35,0.25,0.2,0.17,0.86,0.08,0.19,0.19,0.33,0.35,0.36,0.39,0.09,0.55,0,0.02,0.84,0.4,0.06,0.27,0.35,0.15,0.04,0.09,0.07,0.07,0.23,0.24,0.26,0.23,0.56,0.37,0.61,0.01,0,0.1,0.83,0.36,0.29,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0.03,NA,NA,NA,NA,NA
"533",533,"12",NA,"Miamicity",0.56,0.49,0.53,0.48,0.04,1,0.33,0.42,0.27,0.54,0.57,1,0.09,0.4,0.17,0.15,0.47,0.89,0.22,0.09,0.16,0.21,0.16,0.11,0.27,0.21,0.31,1,0.83,1,0.94,0.19,0.75,0.31,0.31,0.27,0.57,0.22,0.86,0.58,0.82,0.87,0.61,0.19,0.12,0.16,0.23,0.43,0.38,0.78,1,1,0.4,0.45,0.47,0.59,1,1,1,1,0,1,0.63,0.52,0.51,0.57,0.52,0.13,1,0.95,0,0.76,0.59,0.15,0.75,0.38,0.48,0.59,0.83,0.16,0.16,0.16,0.24,0.27,0.31,0.26,0.86,0.65,0.43,0.52,0.61,1,0.17,0.44,0.68,0.46,0.68,0.56,0.99,0.35,0.38,0.67,0.01,0.71,0.49,0.43,0.1,0.84,0.73,1,0.64,0.15,0.5,0.73
"534",534,"9","11","NewLondontown",0.03,0.44,0.33,0.59,0.13,0.22,0.7,0.8,0.72,0.39,0.05,1,0.24,0.51,0,0.41,0.5,0.49,0.44,0.26,0.27,0.3,0.26,0.15,0.22,0.23,0.29,0.03,0.4,0.38,0.42,0.28,0.52,0.52,0.4,0.61,0.35,0.3,0.58,0.84,0.64,0.63,0.4,0.28,0.29,0.33,0.22,0.51,0.46,0.03,0.57,0.01,0.38,0.43,0.43,0.44,0.17,0.18,0.16,0.15,0.67,0.17,0.27,0.19,0.28,0.32,0.32,0.19,0.21,0.7,0,0.07,0.56,0.2,0.38,0.35,0,0.38,0.3,0.32,0.32,0.31,0.33,0.41,0.45,0.41,0.57,0.83,0.63,0.02,0,0.19,0.42,0.37,0.46,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.43,0.16,NA,NA,NA,NA,NA
"535",535,"37",NA,"Wilsoncity",0.04,0.39,0.91,0.27,0.02,0.01,0.48,0.5,0.35,0.45,0,0,0.17,0.49,0.38,0.29,0.51,0.63,0.4,0.21,0.23,0.39,0.17,0.34,0.29,0.2,0.51,0.08,0.62,0.58,0.65,0.28,0.54,0.41,0.62,0.43,0.68,0.36,0.63,0.49,0.63,0.66,0.43,0.23,0.24,0.21,0.27,0.6,0.64,0.07,0.83,0,0.52,0.57,0.47,0.51,0.03,0.03,0.02,0.02,0.95,0.04,0.22,0.2,0.37,0.37,0.41,0.35,0.17,0.56,0,0.05,0.77,0.37,0.6,0.42,0.6,0.57,0.18,0.11,0.11,0.13,0.08,0.12,0.14,0.17,0.59,0.42,0.61,0.02,0,0.02,0.88,0.46,0.75,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.17,0.05,NA,NA,NA,NA,NA
"536",536,"37",NA,"Greensborocity",0.28,0.33,0.66,0.45,0.09,0.02,0.51,0.6,0.48,0.37,0.29,1,0.29,0.66,0.19,0.43,0.4,0.23,0.37,0.34,0.36,0.46,0.24,0.21,0.26,0.32,0.46,0.18,0.3,0.26,0.35,0.48,0.25,0.63,0.43,0.42,0.42,0.44,0.53,0.56,0.58,0.59,0.37,0.46,0.47,0.52,0.48,0.72,0.75,0.17,0.48,0.03,0.55,0.65,0.69,0.71,0.1,0.11,0.1,0.1,0.94,0.05,0.15,0.13,0.31,0.36,0.29,0.45,0.11,0.55,0,0.29,0.73,0.43,0.5,0.36,0.58,0.25,0.17,0.16,0.16,0.19,0.26,0.29,0.31,0.3,0.41,0.44,0.39,0.08,0,0.07,0.66,0.42,0.58,0.58,0.07,0.04,0.57,0.61,0.41,0,0,0.29,0.02,0.05,0.23,0.19,0.09,0.1,0.04,0,1,0.09
"537",537,"55","139","Neenahcity",0.02,0.4,0,0.98,0.06,0.02,0.35,0.44,0.23,0.37,0.04,1,0.34,0.6,0.16,0.68,0.46,0.26,0.55,0.36,0.34,0.33,0.15,0.18,0.25,0.1,0.27,0.01,0.15,0.2,0.26,0.32,0.24,0.57,0.94,0.32,0.68,0.34,0.39,0.33,0.42,0.42,0.47,0.71,0.77,0.73,0.7,0.55,0.55,0.01,0.13,0,0.28,0.34,0.33,0.48,0.04,0.04,0.04,0.05,0.96,0.03,0.19,0.18,0.44,0.51,0.28,0.66,0.06,0.44,0.5,0.01,0.93,0.61,0.1,0.45,0.42,0.08,0.06,0.11,0.1,0.09,0.24,0.23,0.23,0.24,0.26,0.34,0.29,0,0,0.06,0.85,0.61,0.72,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.26,0.03,NA,NA,NA,NA,NA
"538",538,"48",NA,"LeagueCitycity",0.03,0.54,0.1,0.82,0.14,0.22,0.4,0.5,0.24,0.11,0.05,0.99,0.55,0.89,0.34,0.53,0.12,0.07,0.18,0.5,0.44,0.44,0.38,0.34,0.31,0.29,0.32,0.01,0.12,0.12,0.16,0.52,0.14,0.77,0.5,0.42,0.23,0.63,0.43,0.3,0.49,0.47,0.56,0.81,0.82,0.88,0.72,0.45,0.48,0,0.08,0.01,0.19,0.27,0.42,0.6,0.08,0.1,0.14,0.18,0.78,0.13,0.2,0.22,0.59,0.62,0.48,0.68,0.2,0.27,0.5,0.04,0.72,0.66,0.16,0.46,0.88,0.19,0.33,0.15,0.13,0.13,0.39,0.41,0.47,0.45,0.24,0.41,0.26,0,0,0.17,0.53,0.35,0.32,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.05,0.07,NA,NA,NA,NA,NA
"539",539,"34","27","Rockawaytownship",0.02,0.53,0.03,0.91,0.22,0.06,0.34,0.43,0.26,0.25,0.02,0.8,0.74,0.82,0.35,0.74,0.27,0.06,0.42,0.69,0.57,0.56,0.72,0.09,0.35,0.27,0.5,0,0.04,0.09,0.16,0.58,0.15,0.76,0.4,0.36,0.2,0.6,0.26,0.35,0.27,0.27,0.53,0.89,0.9,0.94,0.84,0.38,0.49,0,0.03,0.01,0.22,0.23,0.27,0.32,0.15,0.13,0.14,0.15,0.8,0.07,0.16,0.18,0.59,0.62,0.32,0.85,0.03,0.26,0.5,0.03,0.7,0.81,0.11,0.52,0.48,0.02,0.11,0.5,0.47,0.44,0.8,0.83,0.94,0.85,0.53,0.67,0.44,0.01,0,0.27,0.59,0.7,0.68,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.04,0.13,NA,NA,NA,NA,NA
